order_id,product_id,quantity,unit_price,discount_percentage,discount_amount,gross_sales,tax_amount,shipping_cost,net_sales,product_cost,profit
ORD-389350,PROD-000143,1,409.07,0.0,0.0,409.07,28.63,23.63,461.33,254.41,183.29
ORD-910122,PROD-000028,2,1010.29,0.1376046509485908,278.04,2020.58,121.98,15.4,1879.92,1144.02,720.5
ORD-517437,PROD-001126,4,235.63,0.1628578875871798,153.5,942.52,55.23,3.97,848.22,462.04,382.21
ORD-881475,PROD-001098,2,264.43,0.0702680379260709,37.16,528.86,34.42,11.6,537.72,210.14,315.98
ORD-585964,PROD-000743,3,100.86,0.4143866369173187,125.39,302.58,12.4,5.92,195.51,151.17,38.42
ORD-849281,PROD-001065,1,95.52,0.130090567391516,12.43,95.52,4.15,20.22,107.46,31.68,55.56
ORD-468045,PROD-001125,2,86.74,0.1394070938570664,24.18,173.48,10.45,5.54,165.29,80.76,78.99
ORD-471246,PROD-000863,1,27.23,0.0440464406414116,1.2,27.23,1.82,3.3,31.15,12.82,15.03
ORD-694995,PROD-000383,4,403.78,0.0254945586009067,41.18,1615.12,314.79,4.54,1893.27,884.32,1004.41
ORD-438538,PROD-000627,1,70.05,0.034209323421239,2.4,70.05,13.53,19.47,100.65,30.91,50.27
ORD-616760,PROD-000289,4,66.11,0.164716716683387,43.56,264.44,15.46,5.87,242.21,116.32,120.02
ORD-712990,PROD-000931,3,253.43,0.3152112403653603,239.65,760.29,26.03,8.34,555.01,451.86,94.81
ORD-197928,PROD-000358,1,104.94,0.0,0.0,104.94,7.35,3.49,115.78,37.83,74.46
ORD-229149,PROD-000667,1,53.09,0.0,0.0,53.09,3.72,24.14,80.95,25.73,31.08
ORD-767255,PROD-000604,3,33.2,0.0,0.0,99.6,6.97,15.25,121.82,46.32,60.25
ORD-294501,PROD-000606,1,194.05,0.0205210044183462,3.98,194.05,13.3,3.2,206.57,72.55,130.82
ORD-287908,PROD-000374,1,64.86,0.232840159177148,15.1,64.86,9.95,19.98,79.69,37.11,22.6
ORD-840878,PROD-000837,2,213.27,0.5056088807186967,215.66,426.54,40.07,9.74,260.69,223.2,27.75
ORD-884865,PROD-000467,5,318.14,0.0804585777664872,127.99,1590.7,102.39,3.95,1569.05,894.05,671.05
ORD-182773,PROD-000035,3,608.66,0.2321170631997362,423.84,1825.98,98.15,12.35,1512.64,1098.72,401.57
ORD-431021,PROD-000936,4,342.4,0.6,821.76,1369.6,38.35,0.7000000000000002,586.89,722.04,-135.85
ORD-422672,PROD-001006,4,367.35,0.2668807879527085,392.15,1469.4,107.72,1.95,1186.92,910.76,274.21
ORD-360836,PROD-000873,1,96.46,0.1712160815686704,16.52,96.46,5.6,2.7300000000000004,88.27,35.46,50.08
ORD-789984,PROD-000705,3,126.85,0.0849656335260277,32.33,380.55,45.27,1.41,394.9,254.28,139.21
ORD-244559,PROD-000461,1,102.67,0.2378760533136158,24.42,102.67,10.17,4.11,92.53,47.98,40.44
ORD-106048,PROD-000490,3,38.48,0.0618284675625394,7.14,115.44,7.58,15.39,131.27,54.75,61.13
ORD-238281,PROD-000864,4,181.35,0.1199026777552603,86.98,725.4,121.3,9.91,769.63,366.8,392.92
ORD-251454,PROD-000678,1,347.89,0.0088035085905278,3.06,347.89,24.14,3.14,372.11,187.58,181.39
ORD-385570,PROD-001067,3,14.74,0.3104301984819102,13.73,44.22,6.1,0.31,36.9,15.39,21.2
ORD-191471,PROD-001004,3,99.24,0.1264832882935178,37.66,297.72,18.2,6.08,284.34,168.12,110.14
ORD-827331,PROD-000695,1,289.08,0.1183721524338313,34.22,289.08,17.84,15.09,287.79,194.48,78.22
ORD-153958,PROD-000919,1,322.36,0.0857003335324702,27.63,322.36,20.63,5.95,321.31,124.8,190.56
ORD-280150,PROD-000942,1,89.4,0.0,0.0,89.4,16.99,1.7199999999999998,108.11,35.45,70.94
ORD-380532,PROD-000086,1,489.76,0.1537043079749668,75.28,489.76,29.01,5.82,449.31,310.53,132.96
ORD-131355,PROD-000767,2,45.79,0.0453180076438165,4.15,91.58,16.61,2.8,106.84,39.82,64.22
ORD-993070,PROD-000929,3,301.02,0.1502540341903919,135.69,903.06,53.72,5.69,826.78,336.48,484.61
ORD-167501,PROD-000236,1,148.59,0.0677147877309373,10.06,148.59,13.85,8.58,160.96,56.55,95.83
ORD-559939,PROD-000924,1,242.67,0.0755403505265248,18.33,242.67,15.7,6.04,246.08,78.35,161.69
ORD-687159,PROD-000882,3,230.79,0.3158267377635379,218.67,692.37,33.16,5.69,512.55,217.71,289.15
ORD-844470,PROD-000778,3,31.96,0.290264812039527,27.83,95.88,4.76,14.85,87.66,48.03,24.78
ORD-726334,PROD-000849,5,31.27,0.1182688255153736,18.49,156.35,9.65,11.55,159.06,65.95,81.56
ORD-402406,PROD-000009,3,792.89,0.1750159457324963,416.31,2378.67,137.37,14.9,2114.63,1562.88,536.85
ORD-642435,PROD-000323,1,291.83,0.1172136437797906,34.21,291.83,46.37,1.1500000000000004,305.14,123.82,180.17
ORD-937410,PROD-000336,1,268.63,0.1545971796228476,41.53,268.63,43.15,5.28,275.53,140.51,129.74
ORD-606348,PROD-000247,1,71.48,0.1843721374766831,13.18,71.48,5.83,22.15,86.28,28.18,35.95
ORD-613552,PROD-000526,3,16.7,0.3387022274345161,16.97,50.1,6.63,4.77,44.53,15.27,24.49
ORD-325620,PROD-001151,1,141.88,0.1509700122650238,21.42,141.88,12.05,19.24,151.75,66.5,66.01
ORD-101295,PROD-000501,3,46.34,0.0,0.0,139.02,18.07,17.44,174.53,55.02,102.07
ORD-845456,PROD-000076,3,517.19,0.1720649885342919,266.97,1551.57,89.92,5.78,1380.3,1077.72,296.8
ORD-840702,PROD-000344,1,334.13,0.0,0.0,334.13,23.39,15.26,372.78,120.04,237.48
ORD-214118,PROD-000660,2,269.2,0.160089421750016,86.19,538.4,31.65,5.69,489.55,356.32,127.54
ORD-331324,PROD-000382,2,293.72,0.0,0.0,587.44,117.49,2.1,707.03,252.66,452.27
ORD-660489,PROD-001058,1,29.72,0.2117449545653723,6.29,29.72,4.22,4.22,31.87,8.62,19.03
ORD-743063,PROD-000952,5,922.33,0.0981168683844206,452.48,4611.65,790.24,20.01,4969.42,1985.5,2963.91
ORD-143389,PROD-001126,3,235.63,0.0331719581042553,23.45,706.89,34.17,16.72,734.33,346.53,371.08
ORD-950839,PROD-000983,1,538.16,0.0563185969721894,30.31,538.16,50.78,5.81,564.44,297.42,261.21
ORD-953965,PROD-000012,1,1433.55,0.0,0.0,1433.55,100.35,6.27,1540.17,993.63,540.27
ORD-454069,PROD-000909,3,148.33,0.334148474434698,148.69,444.99,20.74,11.85,328.89,173.94,143.1
ORD-820382,PROD-000156,3,362.41,0.0,0.0,1087.23,141.34,3.85,1232.42,512.55,716.02
ORD-230618,PROD-001111,2,189.94,0.0491594977992449,18.67,379.88,25.28,3.44,389.93,184.46,202.03
ORD-189899,PROD-000452,2,369.5,0.1724994919314018,127.48,739.0,110.07,0.92,722.51,366.54,355.05
ORD-118654,PROD-000614,2,56.55,0.224939824448822,25.44,113.1,6.14,11.62,105.42,44.46,49.34
ORD-919036,PROD-000083,4,399.73,0.3762193056531216,601.54,1598.92,69.82,6.32,1073.52,1025.96,41.24
ORD-507404,PROD-000607,1,130.56,0.0711230340696967,9.29,130.56,8.49,0.1899999999999999,129.95,51.63,78.13
ORD-398753,PROD-000045,3,355.82,0.1911375175934703,204.03,1067.46,60.44,15.24,939.11,605.82,318.05
ORD-256910,PROD-001048,1,92.47,0.0889954220748826,8.23,92.47,5.9,6.19,96.33,36.63,53.51
ORD-525520,PROD-000966,1,882.09,0.1814313595332993,160.04,882.09,50.54,14.85,787.44,495.49,277.1
ORD-554780,PROD-000362,1,353.46,0.1112602040729773,39.33,353.46,21.99,3.13,339.25,207.19,128.93
ORD-472421,PROD-000815,2,192.86,0.1178258615676838,45.45,385.72,23.82,2.8,366.89,196.1,167.99
ORD-498015,PROD-000575,4,71.11,0.0718987257857969,20.45,284.44,18.48,11.78,294.25,92.52,189.95
ORD-528753,PROD-000747,2,37.51,0.182482558750585,13.69,75.02,4.29,6.3,71.92,30.74,34.88
ORD-305654,PROD-000539,2,33.31,0.1193879165053954,7.95,66.62,4.11,5.69,68.47,28.9,33.88
ORD-665488,PROD-000137,1,733.77,0.1773306242208781,130.12,733.77,114.69,19.76,738.1,310.25,408.09
ORD-485070,PROD-000437,4,186.24,0.488312519890163,363.77,744.96,49.55,17.56,448.3,442.84,-12.1
ORD-528414,PROD-000234,1,77.36,0.1912305035011167,14.79,77.36,12.51,9.64,84.72,33.51,41.57
ORD-519628,PROD-001071,1,20.23,0.0355427923701887,0.72,20.23,2.54,14.920000000000002,36.97,8.46,13.59
ORD-201237,PROD-000780,2,120.18,0.0579044687840582,13.92,240.36,15.85,2.8600000000000003,245.15,91.4,150.89
ORD-851299,PROD-000580,3,51.01,0.3046602257594833,46.62,153.03,5.32,17.18,128.91,59.97,51.76
ORD-775848,PROD-000899,1,337.77,0.0969033705836589,32.73,337.77,61.01,4.93,370.98,153.93,212.12
ORD-334360,PROD-001097,2,271.51,0.0137235974725931,7.45,543.02,53.56,8.93,598.06,190.52,398.61
ORD-662562,PROD-000700,1,388.06,0.1054639403855667,40.93,388.06,24.3,2.77,374.2,248.12,123.31
ORD-469052,PROD-000988,3,378.07,0.3484302159880468,395.19,1134.21,73.9,19.13,832.05,567.87,245.05
ORD-252290,PROD-000503,1,50.61,0.0806616255287252,4.08,50.61,3.26,5.72,55.51,20.58,29.21
ORD-498681,PROD-000717,1,155.85,0.1349890467602608,21.04,155.85,9.44,6.06,150.31,86.82,57.43
ORD-683198,PROD-000032,4,929.66,0.6,2231.18,3718.64,148.75,5.9,1642.11,2432.72,-796.51
ORD-401459,PROD-000699,3,186.54,0.0323328900966397,18.09,559.62,37.91,6.39,585.83,356.97,222.47
ORD-646065,PROD-000286,1,36.7,0.0816330355448259,3.0,36.7,2.36,3.39,39.45,11.35,24.71
ORD-440000,PROD-000264,1,142.62,0.0557220015025002,7.95,142.62,25.59,3.41,163.67,48.25,112.01
ORD-511187,PROD-000940,1,19.05,0.1675812368439664,3.19,19.05,1.11,5.87,22.84,5.77,11.2
ORD-901159,PROD-000742,2,83.94,0.0,0.0,167.88,11.75,3.29,182.92,59.28,120.35
ORD-637490,PROD-000739,2,222.1,0.2105267390309873,93.52,444.2,24.55,14.78,390.01,189.32,185.91
ORD-212918,PROD-000568,1,95.01,0.0021154811683148,0.2,95.01,6.64,3.75,105.2,35.91,65.54
ORD-402811,PROD-000823,5,104.83,0.1262485663578675,66.17,524.15,32.06,14.48,504.52,162.4,327.64
ORD-771710,PROD-000212,1,168.99,0.1982032718016581,33.49,168.99,17.62,17.33,170.45,56.13,96.99
ORD-143676,PROD-000192,2,194.18,0.0261687896358781,10.16,388.36,18.91,20.26,417.37,216.98,180.13
ORD-847535,PROD-000466,2,418.72,0.2284254046545398,191.29,837.44,45.23,3.3,694.68,401.36,290.02
ORD-100965,PROD-000773,1,93.3,0.1059815159650773,9.89,93.3,16.68,12.84,112.93,41.86,58.23
ORD-662379,PROD-000216,1,269.35,0.183943427427958,49.55,269.35,15.39,6.47,241.66,128.77,106.42
ORD-765705,PROD-001026,2,87.28,0.1485697819831681,25.93,174.56,10.4,5.82,164.85,84.96,74.07
ORD-974941,PROD-000912,5,335.86,0.1264227615796107,212.3,1679.3,293.4,0.4599999999999999,1760.86,978.75,781.65
ORD-777304,PROD-000960,2,244.45,0.2325605198046016,113.7,488.9,75.04,5.21,455.45,282.26,167.98
ORD-386914,PROD-000401,3,385.18,0.0,0.0,1155.54,115.55,6.140000000000001,1277.23,412.95,858.14
ORD-335266,PROD-000280,2,60.74,0.0,0.0,121.48,8.5,3.24,133.22,54.08,75.9
ORD-131541,PROD-000845,4,80.71,0.1940815323125878,62.66,322.84,18.21,3.39,281.78,98.0,180.39
ORD-399968,PROD-000182,2,208.08,0.0698382925123608,29.06,416.16,27.1,5.99,420.19,202.02,212.18
ORD-978635,PROD-000327,2,206.1,0.0555989560952423,22.92,412.2,73.96,5.07,468.31,205.78,257.46
ORD-124920,PROD-001085,1,62.54,0.1692917611803269,10.59,62.54,3.64,6.49,62.08,17.47,38.12
ORD-977101,PROD-000853,2,135.42,0.307341287830902,83.24,270.84,37.52,5.13,230.25,101.54,123.58
ORD-845763,PROD-000684,2,67.4,0.1909028602920063,25.73,134.8,20.72,12.45,142.24,72.46,57.33
ORD-945163,PROD-000063,1,1262.39,0.2104886849654874,265.72,1262.39,69.77,5.82,1072.26,771.37,295.07
ORD-639257,PROD-000833,2,148.55,0.1370095602864468,40.71,297.1,17.95,6.29,280.63,153.42,120.92
ORD-820733,PROD-000876,2,337.97,0.2293742871492327,155.04,675.94,52.09,6.140000000000001,579.13,220.88,352.11
ORD-923711,PROD-000326,1,115.97,0.1875316866798864,21.75,115.97,12.25,27.57,134.04,57.84,48.63
ORD-139771,PROD-001012,1,146.3,0.1836427443567719,26.87,146.3,23.89,3.08,146.4,70.71,72.61
ORD-852562,PROD-000442,1,129.13,0.0,0.0,129.13,25.83,9.82,164.78,83.0,71.96
ORD-280418,PROD-000238,1,93.39,0.0,0.0,93.39,9.34,9.29,112.02,39.03,63.7
ORD-380906,PROD-000875,2,160.33,9.416671878481608e-07,0.0,320.66,64.13,5.4,390.19,183.74,201.05
ORD-959106,PROD-000629,3,44.61,0.4688115331342323,62.74,133.83,3.55,4.96,79.6,55.59,19.05
ORD-132392,PROD-000987,1,310.37,0.1806700649350283,56.07,310.37,17.8,2.9400000000000004,275.04,199.3,72.8
ORD-704182,PROD-000106,2,587.18,0.1533493284990338,180.09,1174.36,69.6,11.9,1075.77,589.8,474.07
ORD-305435,PROD-000973,3,754.8,0.1623745774205089,367.68,2264.4,132.77,15.45,2044.94,1482.12,547.37
ORD-258365,PROD-000397,2,167.96,0.0,0.0,335.92,23.51,15.41,374.84,188.94,170.49
ORD-454864,PROD-000800,2,16.11,0.0504612348454516,1.63,32.22,2.14,24.05,56.78,14.86,17.87
ORD-289506,PROD-000133,3,700.89,0.0881916802202184,185.44,2102.67,134.21,15.31,2066.75,1066.59,984.85
ORD-691725,PROD-001055,1,33.6,0.1711850867530005,5.75,33.6,5.29,20.34,53.48,12.62,20.52
ORD-343072,PROD-000773,3,93.3,0.6,167.94,279.9,7.84,3.38,123.18,125.58,-5.78
ORD-788029,PROD-000339,1,286.65,0.0224632256762477,6.44,286.65,19.61,11.77,311.59,166.63,133.19
ORD-186429,PROD-000222,3,86.42,0.0063620841245584,1.65,259.26,25.76,5.68,289.05,85.68,197.69
ORD-244668,PROD-001133,3,249.37,0.0,0.0,748.11,149.62,3.19,900.92,382.44,515.29
ORD-901738,PROD-001003,3,910.78,0.2837989511807392,775.44,2732.34,391.38,5.07,2353.35,1102.89,1245.39
ORD-640071,PROD-000147,1,594.37,0.1895980579901754,112.69,594.37,33.72,5.65,521.05,249.84,265.56
ORD-960187,PROD-000560,1,89.55,0.2480881441817529,22.22,89.55,13.47,0.4100000000000001,81.21,30.75,50.05
ORD-351451,PROD-000293,1,110.24,0.0,0.0,110.24,7.72,5.67,123.63,51.23,66.73
ORD-391040,PROD-000768,1,178.03,0.0683940828078817,12.18,178.03,11.61,6.02,183.48,85.13,92.33
ORD-369653,PROD-001066,1,53.04,0.0918987894709619,4.87,53.04,3.37,4.03,55.57,25.74,25.8
ORD-887946,PROD-000568,3,95.01,0.4266177433930515,121.6,285.03,11.44,15.45,190.32,107.73,67.14
ORD-730114,PROD-000813,3,102.52,0.1799443532041289,55.34,307.56,17.66,3.7,273.58,118.44,151.44
ORD-422892,PROD-000709,1,590.78,0.0,0.0,590.78,41.35,23.62,655.75,354.69,277.44
ORD-163884,PROD-000013,1,596.0,0.1472760450177674,87.78,596.0,35.58,0.4100000000000001,544.21,309.64,234.16
ORD-966235,PROD-000963,2,531.57,0.0104433205936749,11.1,1063.14,73.64,3.88,1129.56,555.84,569.84
ORD-906062,PROD-000489,1,79.96,0.0128987863389014,1.03,79.96,5.53,3.22,87.68,24.76,59.7
ORD-937321,PROD-000437,2,186.24,0.1002772658145285,37.35,372.48,63.67,4.58,403.38,221.42,177.38
ORD-223837,PROD-000834,3,107.82,0.067669155162411,21.89,323.46,21.11,6.05,328.73,163.95,158.73
ORD-890385,PROD-000652,1,446.68,0.0880888570751424,39.35,446.68,28.51,5.51,441.35,312.45,123.39
ORD-661628,PROD-000892,4,81.74,0.2796285255470696,91.43,326.96,47.11,2.69,285.33,185.4,97.24
ORD-922403,PROD-000506,2,10.53,0.0,0.0,21.06,4.21,3.04,28.31,9.04,16.23
ORD-290010,PROD-000980,2,604.58,0.138553871633177,167.53,1209.16,72.91,5.79,1120.33,829.08,285.46
ORD-103590,PROD-001116,4,217.76,0.3438927875308004,299.54,871.04,40.01,0.71,612.22,320.32,291.19
ORD-655506,PROD-000255,5,44.79,0.4221305958952843,94.54,223.95,25.88,9.94,165.23,108.85,46.44
ORD-796143,PROD-000475,1,12.91,0.0407850320723538,0.53,12.91,0.87,3.78,17.03,4.26,8.99
ORD-237896,PROD-000409,3,224.37,0.0,0.0,673.11,47.12,6.4,726.63,364.53,355.7
ORD-621350,PROD-000292,1,67.22,0.0714309408920015,4.8,67.22,8.11,24.56,95.09,20.59,49.94
ORD-462278,PROD-000361,1,317.74,0.1989922894951922,63.23,317.74,17.82,4.09,276.42,118.31,154.02
ORD-315985,PROD-000733,1,146.2,0.1173729973373724,17.16,146.2,9.03,6.12,144.19,82.77,55.3
ORD-483458,PROD-000617,1,179.08,0.0,0.0,179.08,35.82,5.48,220.38,82.64,132.26
ORD-979610,PROD-000728,2,75.6,0.1237901800785908,18.72,151.2,25.17,16.64,174.29,54.18,103.47
ORD-733627,PROD-000371,2,329.1,0.147811277623653,97.29,658.2,39.26,5.66,605.83,267.3,332.87
ORD-391529,PROD-000948,3,267.68,0.2307891549402091,185.33,803.04,117.36,2.37,737.44,462.18,272.89
ORD-295588,PROD-000371,1,329.1,0.1830093663451351,60.23,329.1,18.82,0.7000000000000002,288.39,133.65,154.04
ORD-941571,PROD-001038,4,27.99,0.0212948262069849,2.38,111.96,7.67,14.77,132.02,47.96,69.29
ORD-855823,PROD-001021,1,33.24,0.1032925463452153,3.43,33.24,2.98,9.29,42.08,9.08,23.71
ORD-857982,PROD-000339,3,286.65,0.2633572115650114,226.47,859.95,31.67,19.54,684.69,499.89,165.26
ORD-262570,PROD-000004,1,1120.49,0.2498509839698234,279.96,1120.49,168.11,9.47,1018.11,564.86,443.78
ORD-642017,PROD-001018,5,50.89,0.2705758595813473,68.85,254.45,12.99,11.7,210.29,80.7,117.89
ORD-464413,PROD-000380,1,260.19,0.193680216914534,50.39,260.19,14.69,6.2,230.69,128.58,95.91
ORD-311063,PROD-000601,3,191.95,0.1299719720829864,74.84,575.85,25.05,16.95,543.01,278.94,247.12
ORD-672025,PROD-001161,2,54.57,0.0191151263142035,2.09,109.14,21.41,0.0,128.46,48.36,80.1
ORD-565205,PROD-000827,3,39.96,0.1818796860507,21.8,119.88,6.87,14.73,119.68,59.76,45.19
ORD-451026,PROD-000746,4,184.07,0.0983229761909666,72.39,736.28,126.14,3.19,793.22,421.96,368.07
ORD-103159,PROD-000707,2,68.41,0.0,0.0,136.82,9.58,3.87,150.27,90.94,55.46
ORD-788747,PROD-000371,1,329.1,0.1010157882602497,33.24,329.1,20.71,5.7,322.27,133.65,182.92
ORD-914468,PROD-000193,1,61.18,0.1274332331497874,7.8,61.18,3.74,6.2,63.32,35.36,21.76
ORD-423652,PROD-000829,2,121.04,0.0222711981923469,5.39,242.08,16.57,15.19,268.45,132.0,121.26
ORD-148375,PROD-001133,1,249.37,0.1281351624384339,31.95,249.37,15.22,6.34,238.98,127.48,105.16
ORD-954965,PROD-000184,4,236.25,0.0981638430838844,92.76,945.0,59.66,3.52,915.42,430.96,480.94
ORD-807085,PROD-000694,2,467.77,0.1020352999324686,95.46,935.54,84.01,19.14,943.23,381.84,542.25
ORD-410181,PROD-001013,1,460.42,0.1457819435751916,67.12,460.42,27.53,6.21,427.04,319.58,101.25
ORD-575112,PROD-000903,2,55.27,0.0492361743129502,5.44,110.54,7.36,15.47,127.93,41.96,70.5
ORD-484258,PROD-000486,1,75.17,0.0795373451825622,5.98,75.17,4.84,14.8,88.83,32.92,41.11
ORD-927182,PROD-000440,2,372.51,0.0,0.0,745.02,141.55,1.84,888.41,279.0,607.57
ORD-726694,PROD-000849,4,31.27,0.0,0.0,125.08,8.76,5.82,139.66,52.76,81.08
ORD-761353,PROD-000915,4,80.6,0.3159659510263999,101.87,322.4,44.11,12.1,276.74,110.32,154.32
ORD-721783,PROD-000348,1,319.43,0.1479825613732746,47.27,319.43,19.05,3.3,294.51,137.26,153.95
ORD-513650,PROD-000266,1,132.1,0.0028461417200383,0.38,132.1,9.22,6.48,147.42,70.41,70.53
ORD-351370,PROD-000834,4,107.82,0.3197969175308486,137.92,431.28,20.54,11.57,325.47,218.6,95.3
ORD-835179,PROD-000108,1,600.22,0.005751183659046,3.45,600.22,41.77,3.45,641.99,339.15,299.39
ORD-964114,PROD-000584,3,40.37,0.1850587438078447,22.41,121.11,6.91,15.01,120.62,52.53,53.08
ORD-487934,PROD-000008,3,381.34,0.1991130177980301,227.79,1144.02,64.14,2.99,983.36,638.85,341.52
ORD-634359,PROD-000504,2,63.54,0.2397431807666586,30.47,127.08,6.76,3.24,106.61,58.78,44.59
ORD-661384,PROD-000727,1,212.83,0.0807365028803901,17.18,212.83,13.7,3.59,212.94,101.77,107.58
ORD-769338,PROD-001055,3,33.6,0.4323309008478141,43.58,100.8,4.01,5.94,67.17,37.86,23.37
ORD-201577,PROD-000077,2,1359.66,0.0972390317890152,264.42,2719.32,122.74,8.19,2585.83,1702.92,874.72
ORD-987013,PROD-000928,2,297.62,0.3810115049972236,226.79,595.24,73.69,1.66,443.8,353.78,88.36
ORD-644341,PROD-000289,1,66.11,0.0206426856408318,1.36,66.11,4.53,14.49,83.77,29.08,40.2
ORD-351084,PROD-000219,2,140.86,0.0490619634070592,13.82,281.72,50.9,3.09,321.89,95.3,223.5
ORD-124948,PROD-000576,1,26.52,0.0,0.0,26.52,1.86,3.67,32.05,11.33,17.05
ORD-372733,PROD-000872,2,187.82,0.0,0.0,375.64,71.37,2.98,449.99,142.4,304.61
ORD-471810,PROD-000871,2,211.44,0.1500703245168342,63.46,422.88,25.16,5.68,390.26,127.26,257.32
ORD-629648,PROD-001071,3,20.23,0.2622811128658488,15.92,60.69,3.13,5.55,53.45,25.38,22.52
ORD-110995,PROD-000419,1,350.64,0.0046325832265985,1.62,350.64,69.8,9.72,428.54,167.99,250.83
ORD-169000,PROD-000158,1,291.57,0.0968405319329102,28.24,291.57,18.43,3.93,285.69,91.25,190.51
ORD-611847,PROD-000806,1,241.36,0.0101263247871827,2.44,241.36,16.72,5.51,261.15,95.59,160.05
ORD-254852,PROD-000479,4,19.78,0.1006258272055775,7.96,79.12,4.98,6.4,82.54,24.2,51.94
ORD-926658,PROD-000115,1,221.24,0.0685254819815291,15.16,221.24,14.43,3.02,223.53,112.49,108.02
ORD-754405,PROD-000235,1,57.12,0.0,0.0,57.12,10.85,4.76,72.73,19.06,48.91
ORD-595970,PROD-000652,1,446.68,0.1011620978867176,45.19,446.68,28.1,4.02,433.61,312.45,117.14
ORD-667772,PROD-000492,4,38.29,0.4887413712468615,74.86,153.16,5.48,5.86,89.64,55.96,27.82
ORD-662175,PROD-000912,3,335.86,0.4955668221048322,499.32,1007.58,35.58,6.39,550.23,587.25,-43.41
ORD-918430,PROD-000038,2,409.59,0.2034977306488458,166.7,819.18,45.67,4.01,702.16,561.9,136.25
ORD-834309,PROD-001109,2,236.77,0.0416577770903631,19.73,473.54,90.76,1.5599999999999996,546.13,231.06,313.51
ORD-487145,PROD-000899,1,337.77,0.0014253276164286,0.48,337.77,23.61,12.42,373.32,153.93,206.97
ORD-468888,PROD-000206,1,277.84,0.1389902782593895,38.62,277.84,16.75,2.59,258.56,88.44,167.53
ORD-842896,PROD-000321,2,46.88,0.2260937783170061,21.2,93.76,13.06,0.71,86.33,46.96,38.66
ORD-367554,PROD-000729,3,201.15,0.2892468242259514,174.55,603.45,30.02,0.1299999999999999,459.05,352.77,106.15
ORD-738565,PROD-001105,3,215.54,0.3629127187990997,234.67,646.62,28.84,15.34,456.13,195.33,245.46
ORD-302725,PROD-000555,2,74.36,0.0,0.0,148.72,28.26,12.46,189.44,59.4,117.58
ORD-110088,PROD-000744,1,100.48,0.0606617679745842,6.1,100.48,17.93,1.6799999999999995,113.99,53.84,58.47
ORD-523493,PROD-000604,1,33.2,0.1482148555727165,4.92,33.2,3.68,6.71,38.67,15.44,16.52
ORD-561490,PROD-000923,1,192.44,0.11079885676059,21.32,192.44,34.22,1.7800000000000002,207.12,71.7,133.64
ORD-704479,PROD-000622,2,115.83,0.5555438073276683,128.7,231.66,7.21,0.6800000000000002,110.85,126.52,-16.35
ORD-478773,PROD-001059,2,11.7,0.0471655175468509,1.1,23.4,4.01,0.0,26.31,6.94,19.37
ORD-898617,PROD-001037,3,61.0,0.1219400234051705,22.32,183.0,11.25,0.71,172.64,73.8,98.13
ORD-325973,PROD-000596,2,180.6,0.2122896244228246,76.68,361.2,19.92,14.58,319.02,165.86,138.58
ORD-464597,PROD-001023,3,6.44,0.1882398185979717,3.64,19.32,1.1,0.91,17.69,9.48,7.3
ORD-155913,PROD-000202,2,44.84,0.1563958367825643,14.03,89.68,5.3,3.9,84.85,30.14,50.81
ORD-414969,PROD-000160,5,175.08,0.1170237332529208,102.44,875.4,54.11,2.6500000000000004,829.72,517.2,309.87
ORD-364271,PROD-000810,3,239.42,0.1239474677498192,89.03,718.26,44.05,3.47,676.75,271.86,401.42
ORD-324211,PROD-000897,1,180.11,0.1689290219926034,30.43,180.11,10.48,14.81,174.97,75.88,84.28
ORD-832525,PROD-000195,1,157.93,0.0,0.0,157.93,15.79,5.85,179.57,62.95,110.77
ORD-393742,PROD-000649,2,477.4,0.1037676982102224,99.08,954.8,59.9,15.11,930.73,530.08,385.54
ORD-650070,PROD-000990,3,583.97,0.0163080735710089,28.57,1751.91,120.63,24.0,1867.97,1198.53,645.44
ORD-620837,PROD-000662,3,300.12,0.0650358091703208,58.56,900.36,58.93,14.96,915.69,396.21,504.52
ORD-141251,PROD-000828,2,220.5,0.4222396502154922,186.21,441.0,17.84,6.2,278.83,236.38,36.25
ORD-834569,PROD-000817,2,23.84,0.1882966990113375,8.98,47.68,2.71,6.3,47.71,18.38,23.03
ORD-640857,PROD-000821,1,248.52,0.1758700675916941,43.71,248.52,40.96,12.01,257.78,129.25,116.52
ORD-360561,PROD-000532,1,17.29,0.0,0.0,17.29,1.21,6.47,24.97,7.69,10.81
ORD-307817,PROD-000421,3,152.77,0.0450603512192921,20.65,458.31,83.16,0.0,520.82,270.06,250.76
ORD-874644,PROD-000644,1,57.62,0.094905876978429,5.47,57.62,3.65,6.19,61.99,33.07,22.73
ORD-900016,PROD-000138,1,765.04,0.0951591961796658,72.8,765.04,124.6,1.3600000000000003,818.2,487.83,329.01
ORD-420965,PROD-000634,1,474.6,0.0973872052272954,46.22,474.6,81.39,5.31,515.08,268.75,241.02
ORD-300272,PROD-000942,1,89.4,0.1826321802994151,16.33,89.4,5.11,23.65,101.83,35.45,42.73
ORD-854217,PROD-001168,2,242.77,0.0944220628792643,45.85,485.54,21.98,4.71,466.38,266.72,194.95
ORD-273916,PROD-000448,1,244.75,0.1141100111077973,27.93,244.75,39.03,2.44,258.29,149.42,106.43
ORD-439161,PROD-000428,1,358.67,0.2323505938876183,83.34,358.67,52.31,9.63,337.27,185.75,141.89
