productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B000ELUQQS,ScoopFree Self-Cleaning Litter Box,A214NHQ0EYFPD8,0/1,5.0,1301184000,Bought this litter box mainly because it was the only one without horrible reviews. Our cat stopped using her litter box and after visits to the vet we determined it was just because she needed it really clean. We bought this in hopes that she would stop peeing on the floor. After 4 weeks with the same tray in it I'm quite happy; we've had no accidents outside the box and the tray lasted as long as advertised.,pet supplies,cats,litter housebreaking
B0009EX3CO,K&H Cool Bed III Cooling Dog Bed,A2VTUUPXQMYLH0,1/1,4.0,1301270400,"We live in the southwest where it's warm or H O T five months out of the year. The Cool Bed is actually cooler than the surrounding ceramic tile and it is soft for them to lie on.The only thing that could be improved is if the manufacturer would double seal the edges, as the first one we purchased split a little after about 2 years' use.",pet supplies,dogs,beds furniture
B000GEWHNS,PetSafe Electronic Pet Feeder,A2TKIB1A7G8LQB,0/0,3.0,1301270400,"The 2-hour increment timer is imprecise. If you have two pets, the more aggressive one will eat all the food in the first dish and then bully the passive one out of the way to eat all the food out of the second dish. It only makes it easier for the aggressive one that they might open a minute or so apart from each other.If you need to feed only one pet at two separate time intervals, then this would probably work great.",pet supplies,cats,feeding watering supplies
B0006ABVG6,IRIS Puppy and Dog Training Pad Holder,AEQS9SRC0JVJR,0/1,3.0,1301270400,I used this for my puppy in training with newspaper instead of puppy pads. Well my pup didn't necessarily make it on the tray all the time. And it was kind of messy to clean up.,pet supplies,dogs,litter housebreaking
B000QC9BYI,Flea Away - 100 Chewable Tablets,A1M1NMFZTYVAT4,15/15,5.0,1301270400,"The ONLY thing I have been able to find that will keep fleas away from my dogs! For me, seems to work better than Advantage and Frontline!",pet supplies,dogs,health supplies
B0002DGVW6,Anti-Splash Water Hole,A18YOKJ3D3M3G4,2/2,5.0,1301270400,We love these spill proof bowls. Our Dogs have long beards and the lid keeps their beards out of the water. It's great for in the car too there are no spills and the dogs have fresh water when ever they want it.,pet supplies,dogs,feeding watering supplies
B0002C7FHC,"PetSafe No-Bark Collar, PBC-102",A47H8KZ4G0JFE,0/0,4.0,1301270400,"My dogs neck is very long and skinny (italian greyhound). I had read on many reviews of other products similar to this that the actual ""shock"" part of the collar spins around, this one does not. It allows you to cut the collar as small as you need it. Even when he shakes his head it stays in place. I put it on my dog for 2 hours while I was home to test it out and it worked immediately when he barked. 2 barks in 2 hours and nothing more. He does not bark alot just at small noises so the batteries have held up fine for me. I would reccommend this collar for anyone with the same problems as me.",pet supplies,dogs,collars
B000OX64Z8,"AKC Duck Puppy Toy, Small",AP7X38JMFN1N9,0/0,5.0,1301270400,"I adopted a six year old rescue Labrador Retriever and bought this on a whim. Well, I guess this dog had never had a toy before. He loves it! he prances around all day with this toy in his mouth. I am amazed at how much this older dog loves this toy.",pet supplies,dogs,toys
B000DZFFN4,Contech StayAway Motion-Activated Pet Deterrent,A1M92I6GPO62JZ,4/4,5.0,1301356800,My cats absolutely loved to get on my kitchen counters and drink from any dish I had in the sink. I tried everything,pet supplies,cats,educational repellents
B0002IJQYQ,PetSafe Pet Door Replacement Flap,AOSJWHTD59BP5,0/0,4.0,1301356800,I purchased this to replace the original flap in my deluxe panel door flap that lasted for nearly 3 years. My old one was tearing at the top. It was a great price compared to many other online stores. I double checked the part # prior to ordering to make sure it was the correct size. It fit perfectly and hugs the sides very well. I am very happy it is now installed and hope it will not need replacing for another 3 years because Petsafe did not make it easy to replace the flap on the panel door style.,pet supplies,cats,cat flaps
B000255NCI,API Freshwater Master Test Kit,A1W6R6W8Q693XT,0/0,5.0,1301356800,"Has everything you need for a freshwater set up. Results are accurate, instructions are easy to understand. Will buy another when the time comes.",pet supplies,fish aquatic pets,test kits
B000PICL5E,"PetzLife Oral Care Spray, Peppermint, 2.2 ounces",A1XGO9JE38XV9B,1/1,5.0,1301443200,"We have a ""taco terrier"" that weighs 5 pounds! At first it was difficult to get him to like it. After about three times he got used to it! We have had it now just a couple of weeks and the difference is wonderful! Try it, you'll like it!",pet supplies,cats,health supplies
B00062F6HE,"PetSafe Pawz Away Extra Indoor Pet Barrier, ZND-1000",A3CJXT004BQM52,0/0,5.0,1301443200,"It works. One ""Zap"" and my dog has learned the boundaries. I am very pleased with the product and I highly recommend it. I have used it to keep her in certain areas of the house. We are all happy!",pet supplies,dogs,training behavior aids
B0006M13WG,Wellness Simple Limited Ingredient Diet for Dogs with Food Sensitivities,ARZBYTDVQUK6Z,6/6,5.0,1301443200,"We have three dogs- a small robust and healthy Coton de Tulear, and two large dogs with health issues",pet supplies,dogs,food
B0002DIZD4,Prevue Hendryx-Elegant Scrollwork Bird Cage,ATUXNR3WHD18N,3/5,4.0,1301443200,a little chintzy though - but that seems to be the default now a days - good size cage and does what it was hired to do,pet supplies,birds,cages accessories
B000OXAERM,Midwest iCrate Single-Door Home Training and Travel Series,ANIAB7JLQAXKZ,0/0,5.0,1301443200,"when i first got it, i thought i have to assemble it, but you don't need to.those cage walls can fold in, so when you don't need to use the cage, you can simply fold it and store it somewhere else. very sturdy, the cage door shuts and locks fine. overall i recommend this.",pet supplies,dogs,houses
B0002ZFOMM,Booda Dome Cat Box - Replacement Liners,A2WUCC7YQXYT6Y,0/0,5.0,1301529600,"I started buying these liners when I bought a BOODA cat litter box....I recently purchased an electric robot litter machine that has to have liners in the bottom of the machine to catch the feces....these work very well in there,because they are the right size and they are very strong...my pet store doesn't always carry them ,so I was very pleased to find out I could purchase them on line with Amazon.I recommend then,and they come in 2 sizes.",pet supplies,cats,litter housebreaking
B000J1CNQO,"Andis Universal 8 Piece Large Comb Set, 12990",A1QM973ONLZBP2,1/2,1.0,1301529600,"I bought these attachment combs for my new Andis AGC2 to keep my two Pomeranian's coats trimmed down. The combs attached to the Andis AGC2 nice and securely but the problem is they don't catch and cut the dogs fur thru the blades. I tried all the different combs in this set and they are all useless.Maybe these are just for big dogs with thick long fur coats. Don't buy these for small dogs, they don't work. I will try the small animal comb set listed on Amazon and see if these work any better.",pet supplies,cats,grooming
B00025YRK2,Rena Air 400 Air Pump,A328V2FBN1ZX46,6/8,2.0,1301616000,"There are two reasons I thought it was a good idea to buy that pump. It was advertised as ""silent"", and it promised ""powerful aeration"". This pump gives out only 4.35psi pressure (on each nozzle, but pressure doesn't add up). I wouldn't call this ""powerful"". Notice how there is no mention of the pressure parameters in the product description. That's not really that important, or that bad, but the noise... The box features nice icon of a girl with her index finger by her lips, but in truth, she's probably gesticulating ""don't speak, I won't hear you anyway because this pump is so loud"". Really, this air pump is louder than my water pump, which is pretty loud all things considered. I'm seriously buying myself a dB level meter just to see what is Rena's definition of ""silent"". I estimate this pump produces at least 30dB of noise. I guess by now I should know better than to buy anything that says silent, but omits the noise level on the box or the technical sheet. And on top of all this, the check valve included with the pump *whistles*. I first thought that whatever -- the whistling will come out of the submerged terminators and would dissipate in the water, but it's still sometimes quite audible. I'm just glad my fish doesn't seem to mind.",pet supplies,fish aquatic pets,pumps filters
B0002DK2DU,"Omega Paw Self-Cleaning Litter Box, Green and Beige",A1WECZEV1I4S39,0/0,5.0,1301616000,"Um.. wow. That's all I can say. This box clearly saved my marriage :) Now we no longer fight over who will clean the cat litter. It's easy, clean, mess-free. We have 3 cats so we have the large and daly cleaning is a snap..",pet supplies,cats,litter housebreaking
B0006TQU36,PetSafe SlimCat Interactive Toy and Food Dispenser,A2X2OYMB4ZWGWU,0/0,5.0,1301616000,"I have 2 domestic short-haired cats, they are brother and sister. The male, Virgo, weighed 23 lbs at his worst. After having this blue ball and the tiger bowl, he is down to 18lbs! He looks so much healthier & happier. It forced him to slow down and not chow down on his food. Normally he was still hungry after eating, now he is satisfied. His sister wasn't overweight, but I have noticed she has slimmed down and looks more fit than before. DEFINITELY SUGGEST THIS PURCHASE!",pet supplies,cats,feeding watering supplies
B00025651G,Deluxe Bubble Disk Aerating Aquarium Ornaments,A1VEFBKBZ12C5D,2/2,4.0,1301616000,"I love how much bubbles it makes and how effective it is! It's pretty easy to use. The only downside is that, when you accidentally pull it out of the gravel, it's kinda hard to bury it down again unless you soak your hands inside the aquarium. Digging through the gravel just to bury this (again, especially when you just barely did a partial water change) sometimes makes the water so cloudy. But all in all, it's a great aerating disk! It doesn't bother my fish at all.",pet supplies,fish aquatic pets,pumps filters
B0007V40SU,Snoozer Console Pet Car Seat Cream Fur,AS2AMRKCQFJK1,10/10,5.0,1301616000,"Very sturdy, our 10 lb. Shih- poo loves her seat with a view. Our 24 lb. Westie also loves it but he is a bit too big to fit comfortably. I would estimate that a dog up to 18 lbs might do well in this pet car seat. It is rated for 12 lbs which it certainly handles. This fits very well in our new Jeep Rubicon on the console.",pet supplies,dogs,carriers travel products
B0002F9LVC,2 Story Condo Cage for Rabbit or Ferret,AYOEPT3MSYO2G,4/6,5.0,1301616000,"I absolute love this bunny condo, it is easy to put together, easy to use and my bunnies love the upstairs with the loft.",pet supplies,bunny rabbit central,houses habitats
B0002I0O60,Kyjen Hide-A-Squirrel Puzzle Toy for Dogs,AXNH4Y4ZLQ0VM,3/5,1.0,1301702400,"My puppy (Rhodesian Ridgeback) was able to pull all the squirrels out within a few minutes. Furthermore, within 5 hours of playing, she had the stuffing torn out of 2 of the 3 squirrels.",pet supplies,dogs,toys
B0009XLVEC,Premier Gentle Leader Head Dog Collar,A1ESLWT6W9J1I2,1/1,5.0,1301702400,This product is wonderful. My dogs used to pull me all over the place and now they walk calmly and do not pull.,pet supplies,dogs,collars
B0009W0FCM,X-Large Deluxe Hooded Litter Box (Colors May Vary),A3KR314D08NCS3,12/12,3.0,1301788800,"I had been using a fairly tall but open-top sifting litter box. I loved the convenience to empty it, but one (or both) of my cats would often go over the edge. It was time to get a new one.I love the design on this one how the back is so tall. It prevents what would have gone over the edge on the old litter box from even touching the edge on this one. My cats immediately took to it. They do not even mind the flap which I thought I might have to take off for them.Complaint #1",pet supplies,cats,litter housebreaking
B000I6NF6W,MisterMaxAnti Icky Poo - 1 Gallon,A24F9C47CFCBL,0/0,5.0,1301788800,"After spending more $$$ than I wish to remember on products that promised the world and did nothing, I finally tried this product with the silly name. :) I wish I would have trusted the silly name first. A very small amount completely removes any odor, and leaves nothing but a hint of soft, pleasant scent. Other products made me wonder which smell was worse..........kitty mistakes or the cleaner itself.Don't look any further than Anti Icky Poo.......and love your kitties again!",pet supplies,cats,litter housebreaking
B0002602T6,Vortex XL Diatom Filter - 8 in. x 15 in.,A3HACBR3GU1TVX,0/0,5.0,1301875200,"I am very happy with the purchase of the Vortex XL filter. I have a 125 gal. fish tank, and a 40 gal. Bow tank. The Vortex XL cleaned up the 125gal. tank in 12 hours to a crystal clear condition, that tank has never been that clear, ever. Some fish were dying in my 40 gal. tank, and I did not know why, I had just cleaned the tank and set it up. I had ran an outsider filter on the 40 gal. for several days before introducing any fish. After the death of several fish, I used the Vortex XL on that tank for about a day, or so, and I have not lost a fish since!! The 40 gal. is so clear, it is truly a pleasure to observe the fish-life. All I have to say is "" WOW, what a filter!!!",pet supplies,fish aquatic pets,pumps filters
B0002HBMYY,"Kyjen Puzzle Plush Egg Babies Dog Toy, Fish, 5 Eggs",A5NE8TWS8ZV7B,0/0,4.0,1301875200,"My first order came with eggs that hardly squeaked. I thought it was typical of this product until I gave it another shot and returned my first order for a replacement. Now I realize I just received a defective product the first time. It may take some time for the hedgehog to grow on them. In the meantime, they love playing with the eggs.",pet supplies,dogs,toys
B000HHM5AY,Hydor ARIO 4 COLOR BLUE LED Aquarium Aerator Blue Bubbles UL,A2UGRQSPQIY5UL,0/0,5.0,1301875200,"Had this for nearly 3 years and it's still working. Great effects to my 30 gal tank. No issues with the equipment noise or vibration. Seems to be very well designed. Powerful aeration. Wouldn't use it if there are small fish in the tank. At maximum aeration flow, I've lost two rams overnight as they got caught in the intake of the Ario. Expect to do some maintenance on the unit. I need to clean the lens and filter in the main unit about once a month.",pet supplies,fish aquatic pets,aquarium lights
B000OX8AG4,"Ware Manufacturing Canvas 8-Panel Clean Living Small Pet Playpen Cage, Large, White",A1LG9FA3RNQPSL,7/7,4.0,1301875200,"this playpen is way to give your animal some play space outside the cage. i've got two attached to one another so that my rabbit has room to run and get her freak on. the pen is fairly sturdy. the rabbit chews on it and flings herself against the side of it, and it remains standing. i've attached the pen directly to her cage, which is also made by ware, so it fits well. while would never trust the security of this attachment without the separate carabiner clips i bought at the hardware store, it is very secure now that i've added them. it's pretty easy to remove panels from the pen if you want to customize your configuration.the door of the pen seems odd, but since i don't use, it's not an issue for me.",pet supplies,bunny rabbit central,carriers
B000I6NF6W,MisterMaxAnti Icky Poo - 1 Gallon,A327KUFY9UAWQE,0/0,5.0,1301875200,"I just want to say how amazing this product is. I never knew how just one cat can create such a stink. Everywhere I turned he had gone there, had to do something quick the smell was just overwhelming. I have searched the internet for products that would get rid of the smell instead of masking it. I had stumbled upon Anti Icky Poo read all the reviews and what it could do. So I took a shot and ordered it. As soon as I received it, I immediately went to work with it. It was so amazing and so easy to use. I was so excited how well it worked no more smell...it was gone!!! So I had placed another order of Anti Icky Poo to keep on hand in case of anymore accidents. Its the best. I would recommend this product to anyone. Just love it",pet supplies,cats,litter housebreaking
B0002AT3M4,Midwest Life Stages Double-Door Folding Metal Dog Crate,AGL6HX8EQ27B3,0/0,5.0,1301961600,This crate is a good value for the money. Our puppy likes to sleep in it at night and we have not had any problems with it. Purchasing the crate on Amazon is a much better value than purchasing it at the pet store.,pet supplies,dogs,houses
B0009WGUK8,California Natural Chicken & Brown Rice Cat and Kitten Dry Cat Food,A3MVEFIY483CX1,3/3,5.0,1301961600,"This is what we found after Science Diet discontinued their lamb and rice formula. One of our cats is allergic to fish and corn, so we settled on this because we couldn't find anything else without those two ingredients. Well, lucky us. It's the best cat food we've ever used. All of our cats like it. Our cat allergic friends have fewer problems with our cats than any others. We rarely see hairballs anymore. The cats are prettier and fluffier than ever. Great food. Hope it never changes.",pet supplies,cats,food
B000FGIUV0,Drinkwell Big-Dog Pet Fountain,A2KQQW4HVB4BYK,0/0,3.0,1301961600,"After seeing a smaller version that my brother has for his 2 cats, I decided to buy a larger one for my dog. She always drinks out of the cats' fountain when I am at my brother's house.She will not go near the larger one. When I gently tried to move her closer to it to show her where it is (she has diminsihed vision secondary to the development of cataracts), she dug her heels in and tried to sit down, terrified to go near the fountain. I suspect that she is fearful of the sound of the water because on occasion I have had to bathe her in the shower when she has managed to get filthy (usually by playing in a nearby stream or creek). Even though I was always careful to keep the water away from her face,she remains fearful of the sound of running water if she thinks it might be the shower. (I no longer bathe her in the shower since it frightens her so.) My cat happily drinks from it so it does have a use.Also, I am bothered by the sound of the running water at night; the fountain is close to my bedroom and I do not have the option of moving it elsewhere. My solution has been to unplug it at night.Knowing what I know now I would have purchased a smaller one since my dog is clearly not afraid to drink from that size. I suspect it is because the smaller one is virtually silent.",pet supplies,dogs,feeding watering supplies
B000FGIUV0,Drinkwell Big-Dog Pet Fountain,A348VI1FCVQ8YB,0/0,2.0,1302048000,"We found at first it to be a nice fountain, however ...........We no longer use this product, the way it is assembled with the motor housing connecting to the bottom, occasionally would vibrate water out onto the floor, we had a tray underneath the fountain, but to come in and find a lake wasn't a good feeling.We opted for a different fountain, the pioneer pet big dog, it holds a little less water but the pump is on the inside and water will only spill out if it is overfilled.",pet supplies,dogs,feeding watering supplies
B0002AT464,Wire Rake Scooper for Grass,AV7NVC0X13XVR,1/1,5.0,1302048000,"OK, I'll admit just like the rest of these reviews ... I can't believe I'm writing this review on a pooper scooper. However, my experience with this product is just so amazing that I felt compelled to write about it.First off, I live in St. Louis, where there is a hogepodge of various types of grass. When I first opened this product, I thought, how is this mini rake going to pick up the 'stuff'? Particularly in zoisa and kentucky blue grass areas. Well folks, I tell ya, it does. And it does it so well that I actually look forward to keeping the lawn clean. One quick scoop is all it takes. I'm 5'11"" and have had no issue with bending down because of the handle length. I merely stand right next to it and voila, it's in the scoop. I put the remains in the compost pile and I'm done. Our eight year old whippet dog mix and my kids can now roam the yard without my anxiety that they would be stepping into a doggie land mine!The product is very sturdy and is crafted to last. It does not get as dirty as you would think. In fact, I often wonder if it had touched any of it at all. I've had it outside in the rain a few times and there is no sign of rust or corrosion. I should have bought this thing a long time ago.",pet supplies,dogs,litter housebreaking
B0002805SM,Ideal Pet Products 6.25-by-6.25-Inch Lockable Cat Flap with Telescoping Frame,A2HBJQQYA2QN0Z,1/1,5.0,1302048000,"I won't disagree that it doesn't seal well enough for exterior door use if you are concerned about heat loss in cold weather, but we have indoor cats and we use them on interior walls/doors only. For that situation, we find these to work very well. They are very clear when new and the visibility lasts for years for us. The 4 way lock provides all the flexibility we need as well. Installation is easy if you are handy with hand tools and a jigsaw. We have purchased 4 of these and one of the medium size units as well.",pet supplies,cats,cat flaps
B0006TQU36,PetSafe SlimCat Interactive Toy and Food Dispenser,A68D9TAKAU37X,0/0,5.0,1302048000,"My cat is a total pig. I have had him on a diet for 3 years and he still manages to gain weight. Being an indoor cat and living in a small apartment, he doesn't get a lot of opportunity to run around. So, he cries and harasses me for hours before feeding time, scarfs his food, and then proceeds to cry for another hour or so. Automatic cat feeders had broken him of harassment, but he was still fat.The PetSafe SlimCat Food Distributor Ball is a godsend. Yes, he still tries to get me to feed him earlier than the scheduled times, but he will also cuddle with me if I start petting him. He loves to push the ball around the house (we have hardwood floors) and always acts really excited when food drops out of the ball. He'll even stop eating to go and check out a noise or see what we are up to. He is more playful than he used to be and seems really happy. He has stopped hissing when we pass by his food and has generally become a nicer cat.I would be happy with just his attitude change, but he has also lost weight! He has always been a large cat, but I was feeding him the recommended servings for a cat half his size and the diet foods didn't do any good. With the ball, I actually feed him more and he is trimmer and healthier.TLDR; cat is happier, thinner, and this makes me happy!",pet supplies,cats,feeding watering supplies
B0002DK2DU,"Omega Paw Self-Cleaning Litter Box, Green and Beige",A30UZN9KDYE7TD,0/0,5.0,1302048000,"I was very unsure how this was going to work when we first ordered this, or if the cats were even going to like it. We have four cats, all different ages. We at one point had four litterboxes, which was a stinking, embarrassing mess. The cats took to this box right away, and it has been a huge blessing. It is as easy as described to use and clean. Like any other litter box, it still needs to be thoroughly cleaned out and have litter levels maintained, but lets face it, rolling a box and emptying the sleeve is alot better than messy scooping. Our cats and our noses are happy!!",pet supplies,cats,litter housebreaking
B0009YF408,Feathered Phonics AcroPerch 10 x 3/4 Acrylic Perch with Bell,A28N6Q6EL2Y96M,0/0,5.0,1302134400,"I have a sun consure and a Marvelous XL chateau cage. I needed perches that Max could use as ""bridges"" from one area to the next, these work great. They are perfect size for his feet, he loves the bell and unlike some other ""bells"" it actually rings, and the length of the perch is perfect at 10"". It's sturdy, easily attached and attractive.",pet supplies,birds,cages accessories
B0002ASM94,"Nylabone Dura Chew Value Pack, Regular",A1VN4Y7UJ8VXHL,1/1,5.0,1302134400,my dog loves these bones. They are good for keeping him busy and keeping him chewing his toys and not my furniture.,pet supplies,dogs,treats
B0002AQUQG,"Safari Grooming Comb for Dogs, Stainless Steel",A2CN6DL1ILD7JC,0/0,5.0,1302134400,"This comb is sturdy and will last, and is simply built. My cat LOVES it. By far his favorite comb - this is the only one I'm recommending from now on.",pet supplies,dogs,grooming
B00068K2VS,"PetSafe Deluxe Little-Dog Remote Trainer for Pets Under 40 Pounds, PDLDT-305",A3807S2ANPFSYA,1/1,4.0,1302134400,"We have a 15lb female 2 yr old Pug. She is a handful. I've trained many Labradors and have had a challenge keeping this little dog off the dinner table. We turn our back and she moves the chairs around to get on top the table to snack on whatever could be left. After trying a number of things, we finally bought this collar. We set it pretty low and tested it...nothing. We put in on 5, watched out dog try to get on the table and ZAP! she jumped right off. We have kept the collar on her and use it when she nears the table. We use the sound feature for other training, like barking, and it works well.My suggestion is to buy extra batteries as they run low quickly. Also be sure to buy the collar size closest to your dog size. The small one we bought was still really big.It works!",pet supplies,dogs,training behavior aids
B0009YS84M,"Kyjen Plush Puppies Spider Dog Toy, Colors Vary",A25SR27XA8GXJP,1/1,4.0,1302220800,"My rottie kept stealing my niece's cabbage patch dolls and putting them in his cage... I thought I would find a large plush toy for him to sleep with instead. Well the product is well made, and great... but he hated it and hasn't played with it at all. If your dog likes it, it is well worth the price. I guess I have to buy the dang dog a cabbage patch doll.",pet supplies,dogs,toys
B000GLHVWI,Sticky Paws Furniture Strips- 24 Strips,A2YG9BZ04OQCTA,0/0,4.0,1302220800,This item has the wrong picture. Description indicates strips. Picture is for roll. Which is it for the price folks???,pet supplies,cats,litter housebreaking
B000JJDI0G,"Carlson 0930PW Extra-Wide Walk-Thru Gate with Pet Door, White",A3OT11Z0ZS8318,0/0,5.0,1302307200,Got this for my 3 month old Dobie so that she would stay out of the cat food. I love it! it was easy to assemble and is doing very well at keeping her out and letting my cats have the freedom they deserve,pet supplies,dogs,doors
B0006NLXDO,Lupine Designer Roman Dog Harness,A2HJZQ28BY8H4Q,3/3,5.0,1302307200,Love the whole Lupine line - best out there - highly recommend - I've been in the animal biz for well over 20 years - the only one we use!!,pet supplies,dogs,collars
B000A61GNO,Premier Squirrel Dude Dog Toy,A1W6NRL14GB6F9,0/0,3.0,1302393600,"I thought another reviewer was crazy for complaining about the smell of this toy...and then I got it in the mail. I have to say, it kind of makes me feel nauseous. It has a weird, sickeningly sweet smell that won't go away. I'm kind of worried about giving it to my dog, who so far, seems to like playing with it when it's filled with food.Otherwise, it works great. It is harder to get food out of the squirrel dude than Kongs, which is good and entertains the dog for a longer time.Unfortunately, I'm afraid to handle the thing because of the smell!",pet supplies,dogs,toys
B000084F32,SPORN NO PULL HALTER LG BLACK,A1D41CZCGUC3HM,1/1,5.0,1302393600,"I adopted a 8 year old, 60 pound pitbull who was raised on a retractable leash. Walking her was miserable, the choke collar did not work and my arm was killing me. The first time I used the sporn halter she pretty much quit pulling and if she did it was a light pull...Its amazing,I am a woman and dreaded walking her until I bought this product. I was suprised it actually worked, I also bought a bungy leash that takes impact off your arm. I love it!!!!!!!",pet supplies,dogs,collars
B0002APQ5W,"Simple Solution Puppy Aid Training Spray, 8 Ounces",A1F7H9DQ88HYZL,0/0,4.0,1302480000,"have a silky terrier...with the cold weather here in the northeast, its impossible to take my dog for walks...had a PEE pad in the house for over two weeks and the dog never used it. Bought the spray and still no luck. Put the pad outside and the dog pee'd everywhere but the pad. Even with the spray wasn't much luck. Finally I started spaying the pad before we let the dog out, without the dog seeing me so it would think another dog used his pad. IT FINALLY WORKED! even after a while the dog stopped peeing on the pad, and used the spay and almost right away went on the pad. Now i use this spray sparlingly, the key is just to have it go on the pad once with the spay. Def. works well with a handful of treats!",pet supplies,cats,educational repellents
B000FS6INU,"IRIS Plastic Exercise / Containment Pet Pen for Dogs, White",A19B9143TBHN83,1/1,5.0,1302480000,"This item is sold in pet supply stores for a lot more money. I bought the 8 panel pen for our Shih Ztu puppy. She has been using 5 panels now for months. There's plenty of room for blankets, toys etc. She considers this her den and loves it. It's handy because it can be taken apart for traveling, or set up in the yard although we haven't used it outside yet. The 4 panel is shorter, so if you have a jumper, and our Shih Tzu is like a rabbit, you may want to go with the larger pen. The gate has also held up well and is easy to use. Highly recommended.",pet supplies,dogs,houses
B00025YWA2,Petmate Fresh Flow Filter Replacement 3 Pack Fits Jumbo and Medium Fresh Flow,A15Y1AA9DOC9WU,1/1,1.0,1302566400,After ordering and using the new form of Petmate Fresh Flow Filters I can say that I'm not happy with them at all. I find that after a few hours the back side of the filter becomes slimmy and I must rinse it out. I am afraid to use the filter more than once because of the slime factor that occurs in just a short while. I have no idea how much bacteria is being held within the filter. I feel that my only option is to change out my Petmate Fresh flow fountains for some other brand if I can only purchase the new filters. In all honesty I didn't want to give this new type of filter any stars for its rating.,pet supplies,cats,feeding watering supplies
B0002J1FLW,Merial Frontline Plus Flea and Tick Control for Dogs and Puppies,A2YA6OHW8QVPLK,0/1,5.0,1302652800,"Ever since I have been using Frontline Plus, I have never had to fleabomb my house again. We have been here over 20 years, and have had indoor/outdoor cats and dogs through out all those years. The first year we used Frontline was the first year we stopped having to fight fleas. It's probably been 7+ years now. I can't imagine our lives without it.",pet supplies,dogs,health supplies
B0002J1FLW,Merial Frontline Plus Flea and Tick Control for Dogs and Puppies,ACCWTU1YTJLDM,0/1,3.0,1302652800,We got these pet meds in good time and they are just like what u spend more for at vets.,pet supplies,dogs,health supplies
B0009YYOMW,"Kyjen Outward Hound Walk 'n Roll Pet Stroller, Navy Blue",A7Q54M30X6H45,0/0,5.0,1302652800,"I love this stroller! Dad and I bought this for my mom at least four or five years back for her birthday and it's still in great shape. My mom and I would push BOTH of our twin Himalayans in this stroller, and they fit, but they were a bit cramped. It's not very tall (cage wise) so it makes for a tight fit. When my mom moved out a few years back and we tried using it again for our two twins and three years later and at least 20 pounds later (each cat...) we can only get one cat to fit now :) I don't think the weight restriction has anything to do with it, it's just size.I just frequently adopted a DMS kitten and he loves being outside! It's a wonder how I fit to full grown cats in this stroller, when I can barely fit my kitten into it now.It's great for on the go, and pups and kittens, just not great on size.",pet supplies,dogs,carriers travel products
B00063446M,Drinkwell Original Pet Fountain,A35LZWHBUKDILN,0/0,5.0,1302652800,"I bought one of these about 6 to 8 years ago, it's a tank, just keeps working.. My cats love it and wait for the the timer I have it plugged into to kick off so they can drink the water pouring down.Once of them like to stick his head under the spout but that's another issue.. If you have Cat's this is the item you want for your pets health!! end of story....Now, the other side, I dislike the filters and you don't have to use them, but it keeps the water cleaner and with that point you should be unplugging it and washing it out once a week and at least scrubbing it down twice a month to get any slime build up that starts. I would suggest a Pipe cleaner brush for the inside portion.It seems like a pain, but it's no worse then having to wash the water bowl every day and filling it with water and it for a good cause so just mark it down on the old calendar and watch your pet drink lots of water.Happy pet owning",pet supplies,cats,feeding watering supplies
B000062WUT,Multipet Plush Dog Toy,A3F87HZTNMCU7L,0/0,4.0,1302652800,"Bought this for my Alaskan Klee Kai who just loves toys that make noise and talk. This should be saying ""Oh Bill"" but it seems to be saying ""Oh No"" instead but either way Kahlua just loves it and takes care of it also. It is a toy that he does not destroy. He loves to make it talk.",pet supplies,dogs,toys
B000GF0WX4,PetSafe Telescoping Aluminum Wall Entry Pet Door,A3UTJMA5II5NNB,15/15,5.0,1302739200,"I ordered this door to install myself.The installation requires some knowledge of carpentry as you have to cut through the wall.The door itself is perfect and easy to install once you cut the dimensions into the wall. My 2 dogs that previously rang a bell hanging on a rope to be let out, learned very quickly to use it. The double flap keeps the cold air out even in march in new jersey. I would not recommend this sized for a large dog such as a golden retriever or a dog of similar size. get a taller wider door for such a pet. My dogs are 25 pounds and 19 pounds and it is perfect, a beagle and a jack russel terrier.It comes with a solid slide in stop if you choose to lock the opening either from the outside or inside.I recommend this product. after much research this was the best value for money.Here is a little help if you are going to do it yourself.A-It fits between 2 wall studs that are 16inches apart.B-use a stud finder to determine where the studs are inside the wall.C-make sure that there are no wires or pipes in that area. you can cut a small hole and check.D-Make sure that the bottom of your hole is high enough above the grass, ground or deck so that water or rain will not come in when it accumulates in the area.E-Mark the hole to be cut with the cut out paper they provide.F- Cut the sheet rock with a small sheetrock saw make the cut slightly larger that the paper cut out so it will fit easily.G-Remove the sheetrock and the insulation inside the wall. wear a long sleeve shirt and gloves for this part.H-Drill holes on the exterior wall plywood corners fron the inside of your house.I-Connect the holes outside with a marker, pencil.J-Cut the opening with an electic saw and remove it.K-Install one side of the doggie door and have someone help on the inside by fitting the other side. Once it is flush with the ouside wall screw it inL- do the same inside.M- The flaps have a magnetic catch in the bottom to keep them closed once the pet walks through it.Good luck with the project, I hope this helps, or at least will help you determine if you can do it, or want to a handyman to do it.",pet supplies,dogs,doors
